Month_Year,Avg_players,Gain,Percent_Gain,Peak_Players,URL,appid,Date,Game_Name,Genre,price,windows,mac,linux
21-Mar,7274.21,-4300.01,-37.15%,15662,https://steamcharts.com/app/552990,552990,3/1/2021,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
21-Feb,11574.22,3519.22,43.69%,353413,https://steamcharts.com/app/552990,552990,2/1/2021,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
21-Jan,8055.0,693.87,9.43%,14059,https://steamcharts.com/app/552990,552990,1/1/2021,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
20-Dec,7361.13,252.62,3.55%,14254,https://steamcharts.com/app/552990,552990,12/1/2020,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
20-Nov,7108.52,-616.63,-7.98%,14343,https://steamcharts.com/app/552990,552990,11/1/2020,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
20-Oct,7725.14,-523.6,-6.35%,15604,https://steamcharts.com/app/552990,552990,10/1/2020,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
20-Sep,8248.75,-1124.47,-12.00%,15958,https://steamcharts.com/app/552990,552990,9/1/2020,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
20-Aug,9373.22,113.54,1.23%,17432,https://steamcharts.com/app/552990,552990,8/1/2020,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
20-Jul,9259.68,345.92,3.88%,18580,https://steamcharts.com/app/552990,552990,7/1/2020,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
20-Jun,8913.76,-754.11,-7.80%,17330,https://steamcharts.com/app/552990,552990,6/1/2020,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
20-May,9667.88,-861.15,-8.18%,17708,https://steamcharts.com/app/552990,552990,5/1/2020,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
20-Apr,10529.03,-122.76,-1.15%,22687,https://steamcharts.com/app/552990,552990,4/1/2020,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
20-Mar,10651.79,183.58,1.75%,19402,https://steamcharts.com/app/552990,552990,3/1/2020,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
20-Feb,10468.21,3068.29,41.46%,19807,https://steamcharts.com/app/552990,552990,2/1/2020,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
20-Jan,7399.93,490.77,7.10%,13968,https://steamcharts.com/app/552990,552990,1/1/2020,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
19-Dec,6909.15,1481.74,27.30%,14168,https://steamcharts.com/app/552990,552990,12/1/2019,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
19-Nov,5427.41,593.85,12.29%,10845,https://steamcharts.com/app/552990,552990,11/1/2019,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
19-Oct,4833.57,55.33,1.16%,9365,https://steamcharts.com/app/552990,552990,10/1/2019,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
19-Sep,4778.24,71.59,1.52%,9496,https://steamcharts.com/app/552990,552990,9/1/2019,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
19-Aug,4706.65,170.61,3.76%,8471,https://steamcharts.com/app/552990,552990,8/1/2019,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
19-Jul,4536.04,59.81,1.34%,8628,https://steamcharts.com/app/552990,552990,7/1/2019,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
19-Jun,4476.23,-196.95,-4.21%,7744,https://steamcharts.com/app/552990,552990,6/1/2019,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
19-May,4673.17,483.61,11.54%,9346,https://steamcharts.com/app/552990,552990,5/1/2019,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
19-Apr,4189.56,21.2,0.51%,8385,https://steamcharts.com/app/552990,552990,4/1/2019,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
19-Mar,4168.37,-47.79,-1.13%,7582,https://steamcharts.com/app/552990,552990,3/1/2019,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
19-Feb,4216.15,17.64,0.42%,8439,https://steamcharts.com/app/552990,552990,2/1/2019,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
19-Jan,4198.51,439.9,11.70%,7074,https://steamcharts.com/app/552990,552990,1/1/2019,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
18-Dec,3758.6,680.47,22.11%,7247,https://steamcharts.com/app/552990,552990,12/1/2018,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
18-Nov,3078.13,-157.97,-4.88%,5373,https://steamcharts.com/app/552990,552990,11/1/2018,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
18-Oct,3236.1,95.51,3.04%,5710,https://steamcharts.com/app/552990,552990,10/1/2018,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
18-Sep,3140.58,125.01,4.15%,5634,https://steamcharts.com/app/552990,552990,9/1/2018,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
18-Aug,3015.58,133.32,4.63%,4831,https://steamcharts.com/app/552990,552990,8/1/2018,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
18-Jul,2882.25,-30.52,-1.05%,4679,https://steamcharts.com/app/552990,552990,7/1/2018,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
18-Jun,2912.77,481.99,19.83%,5496,https://steamcharts.com/app/552990,552990,6/1/2018,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
18-May,2430.78,3.85,0.16%,3896,https://steamcharts.com/app/552990,552990,5/1/2018,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
18-Apr,2426.93,-284.52,-10.49%,3877,https://steamcharts.com/app/552990,552990,4/1/2018,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
18-Mar,2711.44,-432.38,-13.75%,4310,https://steamcharts.com/app/552990,552990,3/1/2018,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
18-Feb,3143.82,-215.93,-6.43%,5209,https://steamcharts.com/app/552990,552990,2/1/2018,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
18-Jan,3359.75,277.1,8.99%,6648,https://steamcharts.com/app/552990,552990,1/1/2018,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
17-Dec,3082.65,1198.64,63.62%,5113,https://steamcharts.com/app/552990,552990,12/1/2017,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
17-Nov,1884.01,1882.81,156736.53%,6739,https://steamcharts.com/app/552990,552990,11/1/2017,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
21-Sep,9169.27,-1915.61,-17.28%,14879,https://steamcharts.com/app/374320,374320,9/1/2021,DARK SOULS III,Action,39.99,True,False,False
21-Aug,11084.88,-3041.22,-21.53%,16708,https://steamcharts.com/app/374320,374320,8/1/2021,DARK SOULS III,Action,39.99,True,False,False
21-Jul,14126.1,1720.84,13.87%,23540,https://steamcharts.com/app/374320,374320,7/1/2021,DARK SOULS III,Action,39.99,True,False,False
21-Jun,12405.26,2711.95,27.98%,25058,https://steamcharts.com/app/374320,374320,6/1/2021,DARK SOULS III,Action,39.99,True,False,False
21-May,9693.31,-1585.41,-14.06%,15766,https://steamcharts.com/app/374320,374320,5/1/2021,DARK SOULS III,Action,39.99,True,False,False
21-Apr,11278.72,1589.09,16.40%,19856,https://steamcharts.com/app/374320,374320,4/1/2021,DARK SOULS III,Action,39.99,True,False,False
21-Mar,9689.63,-1296.32,-11.80%,15689,https://steamcharts.com/app/374320,374320,3/1/2021,DARK SOULS III,Action,39.99,True,False,False
21-Feb,10985.95,-2365.4,-17.72%,16560,https://steamcharts.com/app/374320,374320,2/1/2021,DARK SOULS III,Action,39.99,True,False,False
21-Jan,13351.35,372.36,2.87%,21667,https://steamcharts.com/app/374320,374320,1/1/2021,DARK SOULS III,Action,39.99,True,False,False
20-Dec,12978.99,3535.22,37.43%,23091,https://steamcharts.com/app/374320,374320,12/1/2020,DARK SOULS III,Action,39.99,True,False,False
20-Nov,9443.77,2366.35,33.44%,23374,https://steamcharts.com/app/374320,374320,11/1/2020,DARK SOULS III,Action,39.99,True,False,False
20-Oct,7077.42,-1258.38,-15.10%,11512,https://steamcharts.com/app/374320,374320,10/1/2020,DARK SOULS III,Action,39.99,True,False,False
20-Sep,8335.79,-2099.78,-20.12%,13775,https://steamcharts.com/app/374320,374320,9/1/2020,DARK SOULS III,Action,39.99,True,False,False
20-Aug,10435.57,-4053.39,-27.98%,17321,https://steamcharts.com/app/374320,374320,8/1/2020,DARK SOULS III,Action,39.99,True,False,False
20-Jul,14488.96,2684.99,22.75%,21513,https://steamcharts.com/app/374320,374320,7/1/2020,DARK SOULS III,Action,39.99,True,False,False
20-Jun,11803.97,-3218.72,-21.43%,20761,https://steamcharts.com/app/374320,374320,6/1/2020,DARK SOULS III,Action,39.99,True,False,False
20-May,15022.7,1196.03,8.65%,24748,https://steamcharts.com/app/374320,374320,5/1/2020,DARK SOULS III,Action,39.99,True,False,False
20-Apr,13826.66,5001.19,56.67%,28185,https://steamcharts.com/app/374320,374320,4/1/2020,DARK SOULS III,Action,39.99,True,False,False
20-Mar,8825.47,-893.78,-9.20%,13507,https://steamcharts.com/app/374320,374320,3/1/2020,DARK SOULS III,Action,39.99,True,False,False
20-Feb,9719.25,241.01,2.54%,15517,https://steamcharts.com/app/374320,374320,2/1/2020,DARK SOULS III,Action,39.99,True,False,False
20-Jan,9478.24,1530.31,19.25%,15257,https://steamcharts.com/app/374320,374320,1/1/2020,DARK SOULS III,Action,39.99,True,False,False
19-Dec,7947.93,1944.73,32.39%,14680,https://steamcharts.com/app/374320,374320,12/1/2019,DARK SOULS III,Action,39.99,True,False,False
19-Nov,6003.21,677.02,12.71%,11549,https://steamcharts.com/app/374320,374320,11/1/2019,DARK SOULS III,Action,39.99,True,False,False
19-Oct,5326.19,-973.98,-15.46%,9830,https://steamcharts.com/app/374320,374320,10/1/2019,DARK SOULS III,Action,39.99,True,False,False
19-Sep,6300.17,-24.4,-0.39%,12530,https://steamcharts.com/app/374320,374320,9/1/2019,DARK SOULS III,Action,39.99,True,False,False
19-Aug,6324.57,-1806.25,-22.21%,9935,https://steamcharts.com/app/374320,374320,8/1/2019,DARK SOULS III,Action,39.99,True,False,False
19-Jul,8130.82,113.21,1.41%,13564,https://steamcharts.com/app/374320,374320,7/1/2019,DARK SOULS III,Action,39.99,True,False,False
19-Jun,8017.61,616.3,8.33%,15226,https://steamcharts.com/app/374320,374320,6/1/2019,DARK SOULS III,Action,39.99,True,False,False
19-May,7401.31,792.12,11.99%,15455,https://steamcharts.com/app/374320,374320,5/1/2019,DARK SOULS III,Action,39.99,True,False,False
19-Apr,6609.19,-1554.52,-19.04%,12366,https://steamcharts.com/app/374320,374320,4/1/2019,DARK SOULS III,Action,39.99,True,False,False
19-Mar,8163.72,-1609.58,-16.47%,15080,https://steamcharts.com/app/374320,374320,3/1/2019,DARK SOULS III,Action,39.99,True,False,False
19-Feb,9773.3,-1230.71,-11.18%,16565,https://steamcharts.com/app/374320,374320,2/1/2019,DARK SOULS III,Action,39.99,True,False,False
19-Jan,11004.0,2589.64,30.78%,18626,https://steamcharts.com/app/374320,374320,1/1/2019,DARK SOULS III,Action,39.99,True,False,False
18-Dec,8414.36,379.84,4.73%,16580,https://steamcharts.com/app/374320,374320,12/1/2018,DARK SOULS III,Action,39.99,True,False,False
18-Nov,8034.52,2814.48,53.92%,15459,https://steamcharts.com/app/374320,374320,11/1/2018,DARK SOULS III,Action,39.99,True,False,False
18-Oct,5220.04,238.51,4.79%,10144,https://steamcharts.com/app/374320,374320,10/1/2018,DARK SOULS III,Action,39.99,True,False,False
18-Sep,4981.52,-1911.32,-27.73%,8855,https://steamcharts.com/app/374320,374320,9/1/2018,DARK SOULS III,Action,39.99,True,False,False
18-Aug,6892.85,-5083.92,-42.45%,13409,https://steamcharts.com/app/374320,374320,8/1/2018,DARK SOULS III,Action,39.99,True,False,False
18-Jul,11976.77,2709.24,29.23%,20843,https://steamcharts.com/app/374320,374320,7/1/2018,DARK SOULS III,Action,39.99,True,False,False
18-Jun,9267.53,2079.26,28.93%,19583,https://steamcharts.com/app/374320,374320,6/1/2018,DARK SOULS III,Action,39.99,True,False,False
18-May,7188.27,-765.34,-9.62%,11945,https://steamcharts.com/app/374320,374320,5/1/2018,DARK SOULS III,Action,39.99,True,False,False
18-Apr,7953.61,-2455.16,-23.59%,13018,https://steamcharts.com/app/374320,374320,4/1/2018,DARK SOULS III,Action,39.99,True,False,False
18-Mar,10408.77,-2548.78,-19.67%,18911,https://steamcharts.com/app/374320,374320,3/1/2018,DARK SOULS III,Action,39.99,True,False,False
18-Feb,12957.56,-788.1,-5.73%,20810,https://steamcharts.com/app/374320,374320,2/1/2018,DARK SOULS III,Action,39.99,True,False,False
18-Jan,13745.66,4947.14,56.23%,23569,https://steamcharts.com/app/374320,374320,1/1/2018,DARK SOULS III,Action,39.99,True,False,False
17-Dec,8798.51,3670.23,71.57%,21255,https://steamcharts.com/app/374320,374320,12/1/2017,DARK SOULS III,Action,39.99,True,False,False
17-Nov,5128.28,-724.78,-12.38%,11223,https://steamcharts.com/app/374320,374320,11/1/2017,DARK SOULS III,Action,39.99,True,False,False
17-Oct,5853.07,-803.52,-12.07%,11464,https://steamcharts.com/app/374320,374320,10/1/2017,DARK SOULS III,Action,39.99,True,False,False
17-Sep,6656.59,108.02,1.65%,13577,https://steamcharts.com/app/374320,374320,9/1/2017,DARK SOULS III,Action,39.99,True,False,False
17-Aug,6548.57,-2942.72,-31.00%,10918,https://steamcharts.com/app/374320,374320,8/1/2017,DARK SOULS III,Action,39.99,True,False,False
17-Jul,9491.29,1599.76,20.27%,15962,https://steamcharts.com/app/374320,374320,7/1/2017,DARK SOULS III,Action,39.99,True,False,False
17-Jun,7891.53,-2790.31,-26.12%,14443,https://steamcharts.com/app/374320,374320,6/1/2017,DARK SOULS III,Action,39.99,True,False,False
17-May,10681.84,-7692.51,-41.87%,18489,https://steamcharts.com/app/374320,374320,5/1/2017,DARK SOULS III,Action,39.99,True,False,False
17-Apr,18374.35,9009.68,96.21%,34974,https://steamcharts.com/app/374320,374320,4/1/2017,DARK SOULS III,Action,39.99,True,False,False
17-Mar,9364.67,2389.39,34.26%,41728,https://steamcharts.com/app/374320,374320,3/1/2017,DARK SOULS III,Action,39.99,True,False,False
17-Feb,6975.28,-1985.45,-22.16%,11060,https://steamcharts.com/app/374320,374320,2/1/2017,DARK SOULS III,Action,39.99,True,False,False
17-Jan,8960.74,3082.07,52.43%,14531,https://steamcharts.com/app/374320,374320,1/1/2017,DARK SOULS III,Action,39.99,True,False,False
16-Dec,5878.67,-1409.2,-19.34%,12057,https://steamcharts.com/app/374320,374320,12/1/2016,DARK SOULS III,Action,39.99,True,False,False
16-Nov,7287.87,-1960.48,-21.20%,14769,https://steamcharts.com/app/374320,374320,11/1/2016,DARK SOULS III,Action,39.99,True,False,False
16-Oct,9248.35,3318.12,55.95%,32421,https://steamcharts.com/app/374320,374320,10/1/2016,DARK SOULS III,Action,39.99,True,False,False
16-Sep,5930.23,185.88,3.24%,9644,https://steamcharts.com/app/374320,374320,9/1/2016,DARK SOULS III,Action,39.99,True,False,False
16-Aug,5744.35,-1170.82,-16.93%,11349,https://steamcharts.com/app/374320,374320,8/1/2016,DARK SOULS III,Action,39.99,True,False,False
16-Jul,6915.17,-2956.7,-29.95%,12211,https://steamcharts.com/app/374320,374320,7/1/2016,DARK SOULS III,Action,39.99,True,False,False
16-Jun,9871.87,-18512.03,-65.22%,18641,https://steamcharts.com/app/374320,374320,6/1/2016,DARK SOULS III,Action,39.99,True,False,False
16-May,28383.9,-45882.75,-61.78%,78374,https://steamcharts.com/app/374320,374320,5/1/2016,DARK SOULS III,Action,39.99,True,False,False
21-Sep,17826.82,12720.43,249.11%,38538,https://steamcharts.com/app/275850,275850,9/1/2021,No Man's Sky,Action;Adventure,39.99,True,False,False
21-Aug,5106.39,-1502.37,-22.73%,8310,https://steamcharts.com/app/275850,275850,8/1/2021,No Man's Sky,Action;Adventure,39.99,True,False,False
21-Jul,6608.76,-2428.11,-26.87%,11719,https://steamcharts.com/app/275850,275850,7/1/2021,No Man's Sky,Action;Adventure,39.99,True,False,False
21-Jun,9036.87,2127.42,30.79%,19792,https://steamcharts.com/app/275850,275850,6/1/2021,No Man's Sky,Action;Adventure,39.99,True,False,False
21-May,6909.46,-2561.11,-27.04%,13361,https://steamcharts.com/app/275850,275850,5/1/2021,No Man's Sky,Action;Adventure,39.99,True,False,False
21-Apr,9470.57,3635.88,62.31%,20871,https://steamcharts.com/app/275850,275850,4/1/2021,No Man's Sky,Action;Adventure,39.99,True,False,False
21-Mar,5834.69,-1170.94,-16.71%,9928,https://steamcharts.com/app/275850,275850,3/1/2021,No Man's Sky,Action;Adventure,39.99,True,False,False
21-Feb,7005.63,365.67,5.51%,15126,https://steamcharts.com/app/275850,275850,2/1/2021,No Man's Sky,Action;Adventure,39.99,True,False,False
21-Jan,6639.96,-51.1,-0.76%,12707,https://steamcharts.com/app/275850,275850,1/1/2021,No Man's Sky,Action;Adventure,39.99,True,False,False
20-Dec,6691.06,-1796.94,-21.17%,11954,https://steamcharts.com/app/275850,275850,12/1/2020,No Man's Sky,Action;Adventure,39.99,True,False,False
20-Nov,8488.0,-3943.63,-31.72%,16326,https://steamcharts.com/app/275850,275850,11/1/2020,No Man's Sky,Action;Adventure,39.99,True,False,False
20-Oct,12431.63,3905.62,45.81%,30502,https://steamcharts.com/app/275850,275850,10/1/2020,No Man's Sky,Action;Adventure,39.99,True,False,False
20-Sep,8526.01,1619.51,23.45%,34739,https://steamcharts.com/app/275850,275850,9/1/2020,No Man's Sky,Action;Adventure,39.99,True,False,False
20-Aug,6906.51,-2665.7,-27.85%,14929,https://steamcharts.com/app/275850,275850,8/1/2020,No Man's Sky,Action;Adventure,39.99,True,False,False
20-Jul,9572.2,3009.91,45.87%,21844,https://steamcharts.com/app/275850,275850,7/1/2020,No Man's Sky,Action;Adventure,39.99,True,False,False
20-Jun,6562.3,-92.48,-1.39%,11736,https://steamcharts.com/app/275850,275850,6/1/2020,No Man's Sky,Action;Adventure,39.99,True,False,False
20-May,6654.77,-4608.41,-40.92%,12089,https://steamcharts.com/app/275850,275850,5/1/2020,No Man's Sky,Action;Adventure,39.99,True,False,False
20-Apr,11263.19,5343.46,90.27%,25414,https://steamcharts.com/app/275850,275850,4/1/2020,No Man's Sky,Action;Adventure,39.99,True,False,False
20-Mar,5919.73,-781.09,-11.66%,13493,https://steamcharts.com/app/275850,275850,3/1/2020,No Man's Sky,Action;Adventure,39.99,True,False,False
20-Feb,6700.82,1430.38,27.14%,17980,https://steamcharts.com/app/275850,275850,2/1/2020,No Man's Sky,Action;Adventure,39.99,True,False,False
20-Jan,5270.44,-32.8,-0.62%,10613,https://steamcharts.com/app/275850,275850,1/1/2020,No Man's Sky,Action;Adventure,39.99,True,False,False
19-Dec,5303.24,2478.69,87.76%,11029,https://steamcharts.com/app/275850,275850,12/1/2019,No Man's Sky,Action;Adventure,39.99,True,False,False
