Month_Year,Avg_players,Gain,Percent_Gain,Peak_Players,URL,appid,Date,Game_Name,Genre,price,windows,mac,linux
21-May,14663.24,-314.24,-2.10%,24149,https://steamcharts.com/app/438100,438100,5/1/2021,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
21-Apr,14977.49,400.28,2.75%,25744,https://steamcharts.com/app/438100,438100,4/1/2021,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
21-Mar,14577.21,-85.68,-0.58%,25572,https://steamcharts.com/app/438100,438100,3/1/2021,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
21-Feb,14662.89,-247.23,-1.66%,24673,https://steamcharts.com/app/438100,438100,2/1/2021,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
21-Jan,14910.12,2166.03,17.00%,26251,https://steamcharts.com/app/438100,438100,1/1/2021,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
20-Dec,12744.08,898.45,7.58%,20742,https://steamcharts.com/app/438100,438100,12/1/2020,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
20-Nov,11845.63,1752.6,17.36%,19368,https://steamcharts.com/app/438100,438100,11/1/2020,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
20-Oct,10093.03,-279.4,-2.69%,17812,https://steamcharts.com/app/438100,438100,10/1/2020,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
20-Sep,10372.42,-1069.6,-9.35%,16508,https://steamcharts.com/app/438100,438100,9/1/2020,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
20-Aug,11442.02,328.31,2.95%,17514,https://steamcharts.com/app/438100,438100,8/1/2020,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
20-Jul,11113.71,-69.68,-0.62%,16634,https://steamcharts.com/app/438100,438100,7/1/2020,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
20-Jun,11183.39,-592.8,-5.03%,15781,https://steamcharts.com/app/438100,438100,6/1/2020,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
20-May,11776.19,47.21,0.40%,17025,https://steamcharts.com/app/438100,438100,5/1/2020,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
20-Apr,11728.97,2262.82,23.90%,16404,https://steamcharts.com/app/438100,438100,4/1/2020,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
20-Mar,9466.15,1486.45,18.63%,14931,https://steamcharts.com/app/438100,438100,3/1/2020,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
20-Feb,7979.7,6.76,0.08%,12178,https://steamcharts.com/app/438100,438100,2/1/2020,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
20-Jan,7972.94,626.35,8.53%,14444,https://steamcharts.com/app/438100,438100,1/1/2020,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
19-Dec,7346.6,468.04,6.80%,11163,https://steamcharts.com/app/438100,438100,12/1/2019,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
19-Nov,6878.56,-13.3,-0.19%,10701,https://steamcharts.com/app/438100,438100,11/1/2019,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
19-Oct,6891.86,469.16,7.30%,10521,https://steamcharts.com/app/438100,438100,10/1/2019,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
19-Sep,6422.7,235.85,3.81%,10514,https://steamcharts.com/app/438100,438100,9/1/2019,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
19-Aug,6186.85,-322.31,-4.95%,8667,https://steamcharts.com/app/438100,438100,8/1/2019,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
19-Jul,6509.16,595.56,10.07%,28596,https://steamcharts.com/app/438100,438100,7/1/2019,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
19-Jun,5913.6,157.04,2.73%,8603,https://steamcharts.com/app/438100,438100,6/1/2019,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
19-May,5756.57,-101.16,-1.73%,8726,https://steamcharts.com/app/438100,438100,5/1/2019,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
19-Apr,5857.73,-517.29,-8.11%,9106,https://steamcharts.com/app/438100,438100,4/1/2019,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
19-Mar,6375.02,-32.03,-0.50%,9969,https://steamcharts.com/app/438100,438100,3/1/2019,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
19-Feb,6407.04,-778.17,-10.83%,9627,https://steamcharts.com/app/438100,438100,2/1/2019,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
19-Jan,7185.21,1209.19,20.23%,10908,https://steamcharts.com/app/438100,438100,1/1/2019,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
18-Dec,5976.02,-166.37,-2.71%,9030,https://steamcharts.com/app/438100,438100,12/1/2018,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
18-Nov,6142.4,-279.96,-4.36%,9068,https://steamcharts.com/app/438100,438100,11/1/2018,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
18-Oct,6422.35,583.74,10.00%,9370,https://steamcharts.com/app/438100,438100,10/1/2018,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
18-Sep,5838.62,-129.82,-2.18%,8727,https://steamcharts.com/app/438100,438100,9/1/2018,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
18-Aug,5968.44,6.37,0.11%,8989,https://steamcharts.com/app/438100,438100,8/1/2018,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
18-Jul,5962.07,193.59,3.36%,7785,https://steamcharts.com/app/438100,438100,7/1/2018,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
18-Jun,5768.48,390.86,7.27%,7773,https://steamcharts.com/app/438100,438100,6/1/2018,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
18-May,5377.61,271.07,5.31%,7961,https://steamcharts.com/app/438100,438100,5/1/2018,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
18-Apr,5106.54,-310.88,-5.74%,8089,https://steamcharts.com/app/438100,438100,4/1/2018,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
18-Mar,5417.43,-791.58,-12.75%,9102,https://steamcharts.com/app/438100,438100,3/1/2018,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
18-Feb,6209.01,-3014.34,-32.68%,10157,https://steamcharts.com/app/438100,438100,2/1/2018,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
18-Jan,9223.35,7477.9,428.42%,20212,https://steamcharts.com/app/438100,438100,1/1/2018,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
17-Dec,1745.45,1444.23,479.45%,6433,https://steamcharts.com/app/438100,438100,12/1/2017,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
17-Nov,301.22,171.17,131.61%,724,https://steamcharts.com/app/438100,438100,11/1/2017,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
17-Oct,130.06,77.47,147.34%,315,https://steamcharts.com/app/438100,438100,10/1/2017,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
17-Sep,52.58,21.92,71.52%,138,https://steamcharts.com/app/438100,438100,9/1/2017,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
17-Aug,30.66,6.34,26.07%,83,https://steamcharts.com/app/438100,438100,8/1/2017,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
17-Jul,24.32,4.14,20.55%,64,https://steamcharts.com/app/438100,438100,7/1/2017,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
17-Jun,20.17,-0.97,-4.58%,55,https://steamcharts.com/app/438100,438100,6/1/2017,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
17-May,21.14,-1.12,-5.01%,61,https://steamcharts.com/app/438100,438100,5/1/2017,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
17-Apr,22.26,-4.25,-16.03%,54,https://steamcharts.com/app/438100,438100,4/1/2017,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
17-Mar,26.5,-19.74,-42.69%,82,https://steamcharts.com/app/438100,438100,3/1/2017,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
17-Feb,46.24,45.11,3971.49%,109,https://steamcharts.com/app/438100,438100,2/1/2017,VRChat,Adventure;Casual;Free to Play;Massively Multiplayer;Simulation;Sports;Early Access,0.0,True,False,False
21-Sep,12649.78,-266.44,-2.06%,25623,https://steamcharts.com/app/107410,107410,9/1/2021,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
21-Aug,12916.22,253.13,2.00%,23447,https://steamcharts.com/app/107410,107410,8/1/2021,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
21-Jul,12663.09,-821.22,-6.09%,23244,https://steamcharts.com/app/107410,107410,7/1/2021,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
21-Jun,13484.32,-3549.89,-20.84%,26135,https://steamcharts.com/app/107410,107410,6/1/2021,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
21-May,17034.21,4000.79,30.70%,37235,https://steamcharts.com/app/107410,107410,5/1/2021,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
21-Apr,13033.41,-982.19,-7.01%,27972,https://steamcharts.com/app/107410,107410,4/1/2021,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
21-Mar,14015.61,-920.91,-6.17%,30058,https://steamcharts.com/app/107410,107410,3/1/2021,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
21-Feb,14936.52,40.99,0.28%,31637,https://steamcharts.com/app/107410,107410,2/1/2021,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
21-Jan,14895.53,1894.8,14.57%,29006,https://steamcharts.com/app/107410,107410,1/1/2021,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
20-Dec,13000.72,-864.71,-6.24%,26626,https://steamcharts.com/app/107410,107410,12/1/2020,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
20-Nov,13865.44,338.22,2.50%,27725,https://steamcharts.com/app/107410,107410,11/1/2020,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
20-Oct,13527.22,823.09,6.48%,27524,https://steamcharts.com/app/107410,107410,10/1/2020,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
20-Sep,12704.13,-324.65,-2.49%,26059,https://steamcharts.com/app/107410,107410,9/1/2020,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
20-Aug,13028.78,-35.34,-0.27%,22575,https://steamcharts.com/app/107410,107410,8/1/2020,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
20-Jul,13064.12,-51.8,-0.39%,23272,https://steamcharts.com/app/107410,107410,7/1/2020,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
20-Jun,13115.92,-2881.63,-18.01%,25514,https://steamcharts.com/app/107410,107410,6/1/2020,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
20-May,15997.56,-4268.59,-21.06%,34175,https://steamcharts.com/app/107410,107410,5/1/2020,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
20-Apr,20266.15,5050.62,33.19%,40307,https://steamcharts.com/app/107410,107410,4/1/2020,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
20-Mar,15215.53,1900.34,14.27%,36117,https://steamcharts.com/app/107410,107410,3/1/2020,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
20-Feb,13315.19,-1388.23,-9.44%,26403,https://steamcharts.com/app/107410,107410,2/1/2020,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
20-Jan,14703.42,3120.55,26.94%,31684,https://steamcharts.com/app/107410,107410,1/1/2020,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
19-Dec,11582.87,1022.05,9.68%,22863,https://steamcharts.com/app/107410,107410,12/1/2019,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
19-Nov,10560.82,-761.46,-6.73%,22119,https://steamcharts.com/app/107410,107410,11/1/2019,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
19-Oct,11322.27,-546.4,-4.60%,23954,https://steamcharts.com/app/107410,107410,10/1/2019,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
19-Sep,11868.67,-1584.69,-11.78%,24676,https://steamcharts.com/app/107410,107410,9/1/2019,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
19-Aug,13453.36,-1811.67,-11.87%,25846,https://steamcharts.com/app/107410,107410,8/1/2019,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
19-Jul,15265.03,1040.24,7.31%,27462,https://steamcharts.com/app/107410,107410,7/1/2019,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
19-Jun,14224.79,16.38,0.12%,26030,https://steamcharts.com/app/107410,107410,6/1/2019,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
19-May,14208.4,499.03,3.64%,28985,https://steamcharts.com/app/107410,107410,5/1/2019,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
19-Apr,13709.37,-526.79,-3.70%,27708,https://steamcharts.com/app/107410,107410,4/1/2019,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
19-Mar,14236.16,-1253.24,-8.09%,28270,https://steamcharts.com/app/107410,107410,3/1/2019,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
19-Feb,15489.4,249.04,1.63%,32582,https://steamcharts.com/app/107410,107410,2/1/2019,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
19-Jan,15240.37,1686.08,12.44%,29454,https://steamcharts.com/app/107410,107410,1/1/2019,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
18-Dec,13554.29,1000.99,7.97%,26948,https://steamcharts.com/app/107410,107410,12/1/2018,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
18-Nov,12553.3,-791.6,-5.93%,26667,https://steamcharts.com/app/107410,107410,11/1/2018,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
18-Oct,13344.9,-747.35,-5.30%,26432,https://steamcharts.com/app/107410,107410,10/1/2018,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
18-Sep,14092.26,-1030.71,-6.82%,29690,https://steamcharts.com/app/107410,107410,9/1/2018,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
18-Aug,15122.97,-3261.56,-17.74%,27029,https://steamcharts.com/app/107410,107410,8/1/2018,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
18-Jul,18384.53,1814.22,10.95%,31989,https://steamcharts.com/app/107410,107410,7/1/2018,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
18-Jun,16570.32,-482.94,-2.83%,31609,https://steamcharts.com/app/107410,107410,6/1/2018,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
18-May,17053.25,-752.32,-4.23%,34393,https://steamcharts.com/app/107410,107410,5/1/2018,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
18-Apr,17805.57,831.68,4.90%,44337,https://steamcharts.com/app/107410,107410,4/1/2018,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
18-Mar,16973.89,-258.08,-1.50%,33378,https://steamcharts.com/app/107410,107410,3/1/2018,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
18-Feb,17231.97,-1322.61,-7.13%,33206,https://steamcharts.com/app/107410,107410,2/1/2018,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
18-Jan,18554.58,-701.06,-3.64%,37049,https://steamcharts.com/app/107410,107410,1/1/2018,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
17-Dec,19255.64,2731.78,16.53%,38629,https://steamcharts.com/app/107410,107410,12/1/2017,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
17-Nov,16523.87,82.54,0.50%,36994,https://steamcharts.com/app/107410,107410,11/1/2017,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
17-Oct,16441.33,-1546.48,-8.60%,32097,https://steamcharts.com/app/107410,107410,10/1/2017,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
17-Sep,17987.81,9.7,0.05%,36019,https://steamcharts.com/app/107410,107410,9/1/2017,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
17-Aug,17978.11,-4142.35,-18.73%,32339,https://steamcharts.com/app/107410,107410,8/1/2017,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
17-Jul,22120.46,-33.73,-0.15%,43759,https://steamcharts.com/app/107410,107410,7/1/2017,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
17-Jun,22154.2,1441.53,6.96%,46003,https://steamcharts.com/app/107410,107410,6/1/2017,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
17-May,20712.67,-2664.82,-11.40%,42285,https://steamcharts.com/app/107410,107410,5/1/2017,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
17-Apr,23377.49,1089.03,4.89%,49352,https://steamcharts.com/app/107410,107410,4/1/2017,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
17-Mar,22288.46,-1250.62,-5.31%,46509,https://steamcharts.com/app/107410,107410,3/1/2017,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
17-Feb,23539.08,-3433.06,-12.73%,45279,https://steamcharts.com/app/107410,107410,2/1/2017,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
17-Jan,26972.14,4646.62,20.81%,53102,https://steamcharts.com/app/107410,107410,1/1/2017,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
16-Dec,22325.52,2399.54,12.04%,47649,https://steamcharts.com/app/107410,107410,12/1/2016,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
16-Nov,19925.98,-462.77,-2.27%,43745,https://steamcharts.com/app/107410,107410,11/1/2016,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
16-Oct,20388.75,243.54,1.21%,41168,https://steamcharts.com/app/107410,107410,10/1/2016,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
16-Sep,20145.21,-2904.47,-12.60%,40858,https://steamcharts.com/app/107410,107410,9/1/2016,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
16-Aug,23049.68,-3565.37,-13.40%,41000,https://steamcharts.com/app/107410,107410,8/1/2016,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
16-Jul,26615.05,1329.89,5.26%,46635,https://steamcharts.com/app/107410,107410,7/1/2016,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
16-Jun,25285.16,2431.22,10.64%,46030,https://steamcharts.com/app/107410,107410,6/1/2016,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
16-May,22853.94,2561.51,12.62%,56185,https://steamcharts.com/app/107410,107410,5/1/2016,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
16-Apr,20292.43,-1440.8,-6.63%,41127,https://steamcharts.com/app/107410,107410,4/1/2016,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
16-Mar,21733.23,-891.7,-3.94%,45506,https://steamcharts.com/app/107410,107410,3/1/2016,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
16-Feb,22624.93,65.49,0.29%,48734,https://steamcharts.com/app/107410,107410,2/1/2016,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
16-Jan,22559.44,3797.34,20.24%,43922,https://steamcharts.com/app/107410,107410,1/1/2016,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
15-Dec,18762.1,3306.94,21.40%,38659,https://steamcharts.com/app/107410,107410,12/1/2015,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
15-Nov,15455.16,-2739.52,-15.06%,34353,https://steamcharts.com/app/107410,107410,11/1/2015,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
15-Oct,18194.68,1233.12,7.27%,35323,https://steamcharts.com/app/107410,107410,10/1/2015,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
15-Sep,16961.56,-919.28,-5.14%,33954,https://steamcharts.com/app/107410,107410,9/1/2015,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
15-Aug,17880.84,1240.43,7.45%,33455,https://steamcharts.com/app/107410,107410,8/1/2015,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
15-Jul,16640.41,892.56,5.67%,29783,https://steamcharts.com/app/107410,107410,7/1/2015,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
15-Jun,15747.85,-2549.09,-13.93%,31440,https://steamcharts.com/app/107410,107410,6/1/2015,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
15-May,18296.94,-218.76,-1.18%,47553,https://steamcharts.com/app/107410,107410,5/1/2015,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
15-Apr,18515.7,136.11,0.74%,44017,https://steamcharts.com/app/107410,107410,4/1/2015,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
15-Mar,18379.59,174.84,0.96%,44092,https://steamcharts.com/app/107410,107410,3/1/2015,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
15-Feb,18204.75,-2108.03,-10.38%,37577,https://steamcharts.com/app/107410,107410,2/1/2015,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
15-Jan,20312.78,4248.87,26.45%,44621,https://steamcharts.com/app/107410,107410,1/1/2015,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
14-Dec,16063.91,1212.58,8.16%,36250,https://steamcharts.com/app/107410,107410,12/1/2014,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
14-Nov,14851.33,-102.05,-0.68%,34213,https://steamcharts.com/app/107410,107410,11/1/2014,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
14-Oct,14953.38,2638.91,21.43%,48521,https://steamcharts.com/app/107410,107410,10/1/2014,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
14-Sep,12314.47,-1401.59,-10.22%,24971,https://steamcharts.com/app/107410,107410,9/1/2014,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
14-Aug,13716.06,-164.3,-1.18%,25334,https://steamcharts.com/app/107410,107410,8/1/2014,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
14-Jul,13880.36,925.89,7.15%,26977,https://steamcharts.com/app/107410,107410,7/1/2014,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
14-Jun,12954.47,-2064.32,-13.74%,27777,https://steamcharts.com/app/107410,107410,6/1/2014,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
14-May,15018.79,2218.99,17.34%,46089,https://steamcharts.com/app/107410,107410,5/1/2014,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
14-Apr,12799.79,1842.64,16.82%,26302,https://steamcharts.com/app/107410,107410,4/1/2014,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
14-Mar,10957.15,2446.32,28.74%,24278,https://steamcharts.com/app/107410,107410,3/1/2014,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
14-Feb,8510.84,2275.43,36.49%,22331,https://steamcharts.com/app/107410,107410,2/1/2014,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
14-Jan,6235.41,1998.62,47.17%,14464,https://steamcharts.com/app/107410,107410,1/1/2014,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
13-Dec,4236.78,154.45,3.78%,9373,https://steamcharts.com/app/107410,107410,12/1/2013,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
13-Nov,4082.34,4.51,0.11%,9270,https://steamcharts.com/app/107410,107410,11/1/2013,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
13-Oct,4077.82,-1539.54,-27.41%,8435,https://steamcharts.com/app/107410,107410,10/1/2013,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
13-Sep,5617.36,2320.68,70.39%,16612,https://steamcharts.com/app/107410,107410,9/1/2013,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
13-Aug,3296.68,267.17,8.82%,6657,https://steamcharts.com/app/107410,107410,8/1/2013,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
13-Jul,3029.51,-43.43,-1.41%,7311,https://steamcharts.com/app/107410,107410,7/1/2013,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
13-Jun,3072.94,1337.87,77.11%,12108,https://steamcharts.com/app/107410,107410,6/1/2013,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
13-May,1735.06,-300.79,-14.77%,3496,https://steamcharts.com/app/107410,107410,5/1/2013,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
13-Apr,2035.86,-2710.11,-57.10%,4536,https://steamcharts.com/app/107410,107410,4/1/2013,Arma 3,Action;Simulation;Strategy,29.99,True,False,False
21-Sep,7289.85,-244.49,-3.25%,14757,https://steamcharts.com/app/552990,552990,9/1/2021,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
21-Aug,7534.35,598.06,8.62%,13522,https://steamcharts.com/app/552990,552990,8/1/2021,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
21-Jul,6936.28,-502.49,-6.76%,12355,https://steamcharts.com/app/552990,552990,7/1/2021,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
21-Jun,7438.77,-373.7,-4.78%,14732,https://steamcharts.com/app/552990,552990,6/1/2021,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
21-May,7812.48,819.36,11.72%,14760,https://steamcharts.com/app/552990,552990,5/1/2021,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
21-Apr,6993.11,-281.1,-3.86%,13218,https://steamcharts.com/app/552990,552990,4/1/2021,World of Warships,Action;Free to Play;Massively Multiplayer;Simulation,0.0,True,False,False
